stop_name	stop_lat	stop_lon
STEUBEN ST AT #87	40.442905	-80.031919
PENN AVE AT 8TH	40.443546	-79.999388
LIBERTY AVE AT 10TH FS	40.443631	-79.995678
CRAIG ST AT FORBES	40.444546	-79.948817
FORBES AVE AT CRAIG	40.444565	-79.948546
FORBES AVE OPP HAMBURG BLDG	40.444643	-79.945764
EAST BUSWAY AT PENN STATION A	40.443763	-79.992218
S MAIN ST AT HWY RT 51	40.443042	-80.029546
PENN STATION AT PENN PARK TERMINAL - NO STOP	40.443773	-79.992328
CENTER ST AT VALLEY	40.442375	-80.063443
BEELER ST OPP UNGER FS	40.44485	-79.936507
BELLEFIELD AVE AT BOARD OF EDUCATION	40.444578	-79.950931
STEUBEN ST OPP LORENZ FS	40.442805	-80.042556
BELLEFIELD AVE AT BOARD OF EDUCATION (A)	40.444588	-79.951041
PENN AVE AT 9TH	40.443679	-79.998403
CENTER ST AT GLENN	40.445925	-79.880019
MOREWOOD AVE AT FORBES FS	40.444747	-79.943032
TRENTON AVE AT PENN FS	40.445716	-79.891486
INGRAM AVE OPP WYNNE	40.442195	-80.074023
GRANT ST AT LIBERTY-NO STOP	40.443782	-79.993808
MAPLE ST AT HUNTER	40.446008	-79.876096
FORBES AVE AT MOREWOOD FS (CARNEGIE MELLON)	40.444745	-79.943937
9TH ST AT PENN	40.443701	-79.99826
MAPLE ST AT HUNTER	40.446019	-79.875929
FORBES AVE AT CRAIG (B)	40.444665	-79.948646
TRENTON AVE AT PENN	40.445753	-79.89129
FORBES AVE OPP HAMBURG BLDG (B)	40.444743	-79.945864
WOOD ST AT HILL	40.445929	-79.883385
5TH AVE AT BIGELOW	40.4446	-79.954782
INGRAM AVE AT WYNNE	40.442274	-80.073943
CRAWFORD ST AT BEDFORD	40.443985	-79.988018
PENN AVE AT TRENTON FS	40.445821	-79.891177
PENN AVE AT 9TH	40.44381	-79.99837
9TH ST AT PENN	40.44382	-79.99827
EAST BUSWAY AT PENN STATION C	40.443943	-79.992215
WEBSTER AVE AT ARTHUR	40.444077	-79.985502
MONTIER ST AT BESSICA	40.446244	-79.871143
ALLEQUIPPA ST AT STADIUM	40.444515	-79.963394
WILKINS AVE AT FAIROAKS	40.44515	-79.930056
STEUBEN ST AT HARKER	40.44295	-80.044159
MERCER ST AT IRVIS TOWERS	40.444072	-79.987021
DEVILLIERS ST AT WYLIE	40.4442	-79.980675
ROSE ST AT KIRKPATRICK	40.444296	-79.975762
5TH AVE AT BIGELOW (B)	40.4447	-79.954882
CENTER ST AT GLENN	40.446107	-79.880102
EAST BUSWAY AT PENN STATION B	40.443994	-79.99183
INGRAM AVE OPP SAMPSON	40.442426	-80.071863
WEBSTER AVE AT MANILLA	40.444141	-79.985652
INGRAM AVE AT LINSHAW	40.442425	-80.072816
BEELER ST AT UNGER	40.445097	-79.936206
CENTRE AVE OPP ERIN	40.444284	-79.978848
ALLEQUIPPA ST AT #3701 (DELTA SIGMA DORM)	40.44458	-79.963504
CHARTIERS AVE AT MARLOW	40.443108	-80.039644
REED ST AT SOHO	40.444412	-79.973367
INGRAM AVE AT LINSHAW	40.442459	-80.072737
DEVILLIERS ST AT WYLIE	40.444273	-79.980904
WILKINS AVE AT FAIROAKS	40.445244	-79.930484
KIRKPATRICK ST OPP ROSE	40.444391	-79.975487
CHARTIERS AVE OPP MARLOW	40.44315	-80.039818
WYLIE AVE AT DEVILLIERS	40.444322	-79.980739
MAPLE ST AT COAL	40.446297	-79.876746
STEUBEN ST OPP HARKER	40.4431	-80.044072
BEDFORD AVE OPP CRAWFORD	40.444208	-79.988015
6TH ST AT FT DUQUESNE	40.443937	-80.002596
PENN AVE AT TRENTON FS	40.446047	-79.891653
WOOD ST AT HILL	40.446212	-79.883416
KIRKPATRICK ST AT ROSE	40.444479	-79.975731
EAST BUSWAY AT WILKINSBURG STATION A	40.446128	-79.888401
INGRAM AVE AT SAMPSON	40.442597	-80.071648
BURROWS ST AT BRACKENRIDGE	40.4446	-79.96974
BEELER ST OPP OLYMPIA	40.445267	-79.934992
COAL ST AT MAPLE	40.44636	-79.876888
WEBSTER AVE AT ROBERTS	40.444335	-79.984917
CENTRE AVE AT ERIN	40.444453	-79.978839
SHORT ST AT S MAIN	40.443474	-80.029074
INGRAM AVE OPP SCHLEY	40.442642	-80.070881
PENN AVE AT GARRISON PLACE	40.444104	-79.99722
DITHRIDGE ST AT FILMORE	40.445035	-79.950306
STEUBEN ST AT OBEY	40.443047	-80.052934
ROBERTS ST AT WEBSTER	40.444386	-79.984755
BEELER ST AT BEELERMONT	40.445388	-79.933438
INGRAM AVE AT SCHLEY	40.442728	-80.07075
INGRAM AVE OPP EVANS	40.44275	-80.069956
BEDFORD AVE AT MERCER	40.444383	-79.987261
BEELER ST AT OLYMPIA	40.445387	-79.934824
MONTIER ST AT LABELLE	40.446589	-79.870458
STEUBEN ST OPP OBEY	40.443108	-80.052793
EAST BUSWAY AT WILKINSBURG STATION D	40.446269	-79.888311
ROBERTS AVE AT WEBSTER	40.444446	-79.984966
SHADY AVE AT HASTINGS	40.445669	-79.920963
WEBSTER AVE AT ROBERTS	40.444495	-79.984805
CENTER ST OPP CHAPMAN	40.442957	-80.063862
BEELER ST OPP BEELERMONT	40.44552	-79.933094
BEELER ST AT #5362	40.445544	-79.931849
SHADY AVE OPP HASTINGS	40.445767	-79.921174
EAST BUSWAY AT WILKINSBURG STATION C	40.446386	-79.888317
INGRAM AVE AT EVANS	40.442896	-80.069558
BEDFORD AVE OPP MERCER	40.444532	-79.987237
PENN AVE AT 10TH	40.444378	-79.995724
STEUBEN ST AT STRATMORE FS	40.443159	-80.057683
EAST BUSWAY AT WILKINSBURG STATION B	40.446421	-79.888681
WOODMERE AVE AT ROSWELL	40.442684	-80.082077
STEUBEN ST AT SHORT	40.443741	-80.030167
INGRAM AVE AT DEWEY	40.442979	-80.06882
BEELER ST AT WILKINS FS	40.445651	-79.931587
WILKINS AVE AT BEELER	40.445661	-79.93145
PENN AVE AT 10TH FS (#943)	40.444437	-79.995833
WILKINS AVE AT #6640	40.44599	-79.91448
INGRAM AVE AT FOSTER	40.44302	-80.067703
CENTER ST AT CHAPMAN	40.443097	-80.064089
10TH AT PENN-NO STOP	40.444454	-79.995609
STEUBEN ST OPP STRATMORE	40.443234	-80.057779
STEUBEN ST AT SHORT FS	40.443782	-80.030308
CENTRE AVE AT ELMORE	40.444827	-79.977578
LIBERTY AVE AT 11TH (GREYHOUND)	40.444537	-79.992734
LIBERTY AVE OPP 11TH FS (AMTRAK)	40.444547	-79.992844
BRACKENRIDGE AVE AT REED	40.444965	-79.971692
WILKINS AVE OPP BEELER FS	40.44574	-79.93132
FT DUQUESNE BLVD AT 7TH	40.444425	-80.001108
7TH ST AT FT DUQUESNE	40.444439	-80.00071
BEDFORD AVE AT MANILLA	40.444789	-79.986297
WOODMERE AVE AT ROSWELL FS	40.442883	-80.082812
WYLIE AVE AT ERIN	40.44496	-79.979244
STEUBEN ST AT WOODLOW NS	40.443512	-80.05381
SOHO ST AT CENTRE	40.445101	-79.973827
COAL ST AT JAMES	40.44694	-79.876496
REYNOLDS ST AT HOMEWOOD	40.446452	-79.903476
CENTRE AVE AT ELMORE	40.445055	-79.977413
CENTRE AVE AT SOHO	40.445121	-79.974168
JAMES ST AT COAL	40.446963	-79.876636
5TH AVE OPP TENNYSON	40.445539	-79.95301
PENN AVE AT BRUSHTON	40.446662	-79.893535
INGRAM AVE OPP DEWEY	40.442882	-80.089021
WILKINS AVE AT #6647	40.446303	-79.914319
MONTIER ST AT HERR	40.447143	-79.869732
BEDFORD AVE AT MANILLA	40.44495	-79.986248
PENN AVE AT EAST END	40.446714	-79.894081
CHARTIERS AVE AT LORENZ	40.443909	-80.040528
WEBSTER AVE AT GRANVILLE	40.44506	-79.983188
KIRKPATRICK ST AT CENTRE FS	40.4452	-79.976243
KIRKPATRICK ST AT CENTRE	40.445221	-79.976078
DITHRIDGE ST AT WINTHROP	40.44572	-79.950374
CENTRE AVE AT SOHO	40.445276	-79.973921
CENTER ST AT #1421	40.44706	-79.879607
HOMEWOOD AVE AT REYNOLDS	40.446623	-79.903212
CENTRE AVE AT KIRKPATRICK	40.445238	-79.976312
WOOD ST OPP HOLMES	40.446994	-79.883475
CRAIG ST AT PGH BLIND ASSOCIATION	40.445811	-79.948982
CHARTIERS AVE AT LORENZ	40.444029	-80.040764
5TH AVE AT TENNYSON	40.445732	-79.95323
CRAIG ST AT WINTHROP (BLIND ASSOCIATION)	40.445827	-79.94875
CENTRE AVE AT REED	40.445414	-79.971135
CENTRE AVE AT KIRKPATRICK	40.445329	-79.975808
WEBSTER AVE OPP GRANVILLE	40.445204	-79.983132
MONTIER ST AT HERR	40.447347	-79.869766
GRAHAM BLVD OPP LINDSAY	40.447563	-79.858319
ROBERTS ST AT BEDFORD	40.445181	-79.985333
WILKINS AVE AT WORTH	40.446564	-79.912812
CENTER ST AT HODGSON	40.443671	-80.064587
PENN AVE AT 11TH	40.445075	-79.993772
FT DUQUESNE BLVD AT 9TH	40.444992	-79.999193
CENTRE AVE OPP JUNILLA	40.445559	-79.970162
WOOD ST AT HOLMES	40.447202	-79.883646
5TH AVE AT TENNYSON (B)	40.445932	-79.95343
JAMES ST AT MAPLEWOOD	40.44736	-79.87758
BEDFORD AVE OPP CASSATT	40.445333	-79.98501
INGRAM AVE AT MARCROSS	40.44375	-80.066301
9TH ST AT FORT DUQUESNE	40.445093	-79.99887
CENTRE AVE AT LAPLACE	40.445627	-79.972041
CENTER ST AT #1434	40.447377	-79.879497
WILKINS AVE OPP WORTH	40.446762	-79.912651
JAMES ST AT MAPLEWOOD	40.447413	-79.87758
PENN AVE AT BRADDOCK	40.447105	-79.895031
CENTRE AVE AT JUNILLA	40.445689	-79.970253
WYLIE AVE AT ELMORE	40.445587	-79.977789
PENN AVE AT BRADDOCK	40.447161	-79.894938
CENTRE AVE AT CHAUNCEY FS	40.445712	-79.972336
MIDDLETOWN RD OPP MARTERA	40.44408	-80.056053
BEDFORD AVE AT CASSATT	40.445497	-79.984951
BELLEFIELD AVE AT 5TH (A)	40.446141	-79.951621
W CARSON ST AT LUMBER COMPANY (3 RIVERS) (B)	40.444654	-80.028405
GRAHAM BLVD AT LINDSAY	40.447888	-79.858275
LIBERTY AVE AT 12TH	40.445381	-79.99169
W CARSON ST AT WEST END BRIDGE STEPS (UNDERPASS)	40.444664	-80.028505
MIDDLETOWN RD AT MARTERA FS	40.444138	-80.055877
WILKINS AVE AT DUNMOYLE	40.446549	-79.933175
WEBSTER AVE AT DEVILLIERS	40.445621	-79.981892
CENTRE AVE AT CHAUNCEY	40.44581	-79.972186
NORTH SHORE DR OPP ART ROONEY	40.444997	-80.014396
DEVILLIERS ST AT WEBSTER	40.445635	-79.981729
NORTH SHORE DR OPP TONY DORSETT (BRIDGE STEPS)	40.445102	-80.010027
WILKINS AVE OPP DUNMOYLE	40.446582	-79.93351
5TH AVE AT BELLEFIELD	40.446278	-79.951956
REYNOLDS ST AT LANG	40.447197	-79.905699
WEBSTER AVE AT DEVILLIERS	40.445763	-79.981782
BELLEFIELD AVE AT 5TH	40.446341	-79.951721
JAMES ST AT MILL	40.447711	-79.878586
REYNOLDS ST AT LANG	40.447276	-79.905503
STEUBENVILLE PIKE AT NORTHWOOD REALTY	40.443569	-80.096863
KIRKPATRICK ST AT WYLIE	40.445963	-79.976949
CHARTIERS AVE AT AZALIA FS	40.444702	-80.041503
MONTIER ST AT #1824	40.448021	-79.868636
WYLIE AVE AT KIRKPATRICK	40.445995	-79.976815
KIRKPATRICK ST AT WYLIE FS	40.44603	-79.976871
MILL ST AT JAMES	40.447893	-79.878881
CHARTIERS AVE OPP AZALIA	40.444799	-80.041405
MIDDLETOWN RD AT STRATMORE FS	40.444488	-80.058388
PENN AVE AT 12TH	40.445865	-79.992337
MIDDLETOWN RD OPP STRATMORE	40.444581	-80.05837
WYLIE AVE OPP LAWSON	40.446221	-79.975944
MONTIER ST AT #1823	40.448254	-79.86859
5TH AVE AT BELLEFIELD	40.446719	-79.951811
INGRAM AVE AT E PROSPECT NS	40.444503	-80.06602
WOOD ST AT SUSQUEHANNA FS	40.448013	-79.883877
5TH AVE AT CRAIG	40.446803	-79.949141
WOOD ST OPP SUSQUEHANNA	40.448036	-79.883725
WEBSTER AVE AT ERIN	40.446213	-79.980381
VA HOSP INSIDE GARAGE AT ENTRANCE	40.446663	-79.960061
CENTER ST AT EWING	40.44818	-79.879825
CENTRE AVE OPP WATT	40.446518	-79.968184
WYLIE AVE AT LAWSON	40.446371	-79.975875
5TH AVE AT CRAIG (A)	40.446903	-79.949241
STEUBENVILLE PIKE AT SONIE BLDG	40.443989	-80.097889
ERIN ST AT WEBSTER	40.446352	-79.980428
5TH AVE AT NEVILLE	40.447001	-79.947494
CENTRE AVE AT WATT	40.446615	-79.96834
NORTH SHORE DR AT THREE RIVERS PARK WALKWAY	40.445791	-80.011898
WEBSTER AVE AT ERIN	40.446411	-79.980268
EWING ST AT CENTER-NO STOP	40.448312	-79.87988
BEDFORD AVE AT DEVILLIERS	40.446391	-79.982481
DALLAS AVE AT EDGERTON	40.447768	-79.910786
EWING ST AT MILL	40.448358	-79.879023
MILL ST OPP EWING	40.448368	-79.878835
5TH AVE AT NEVILLE (A)	40.447101	-79.947594
DEVILLIERS ST AT BEDFORD	40.446458	-79.982312
CRAIG ST AT 5TH	40.4471	-79.949164
5TH AVE AT CRAIG	40.447106	-79.948899
5TH AVE OPP CLYDE	40.44718	-79.945173
PENN AVE AT CARNEGIE FS	40.448079	-79.898154
5TH AVE AT NEVILLE	40.447166	-79.947202
HOMEWOOD AVE OPP ROYCREST	40.448028	-79.902044
REYNOLDS ST AT MURTLAND	40.447932	-79.9079
PENN AVE AT CARNEGIE	40.448122	-79.898314
DALLAS AVE OPP EDGERTON	40.447924	-79.910825
CRAIG ST AT 5TH - NO STOP	40.4472	-79.949264
5TH AVE OPP CLYDE (A)	40.44728	-79.945273
5TH AVE AT CLYDE	40.447283	-79.945111
ALLEGHENY AVE AT CARNEGIE SCIENCE CENTER	40.445895	-80.017259
BEDFORD AVE OPP DEVILLIERS	40.446574	-79.982417
WYLIE AVE AT SOHO	40.446724	-79.974751
REYNOLDS ST AT MURTLAND	40.447999	-79.90768
PENN AVE OPP CARNEGIE	40.448181	-79.898109
5TH AVE AT MOREWOOD	40.447353	-79.942616
WEBSTER AVE AT WOOSTER	40.446654	-79.979346
NEVILLE ST AT 5TH	40.447268	-79.947473
GRAHAM BLVD AT OLD GATE FS	40.44898	-79.8576
WEBSTER AVE AT WOOSTER	40.446703	-79.97944
HOMEWOOD AVE AT ROYCREST	40.448177	-79.902108
W PROSPECT AVE AT INGRAM	40.445021	-80.066353
5TH AVE AT MOREWOOD (A)	40.447453	-79.942716
STEUBENVILLE PIKE AT WINDHAVEN FS	40.444421	-80.099123
CENTRE AVE OPP FRANCIS	40.447044	-79.967426
5TH AVE AT MOREWOOD	40.447542	-79.942342
5TH AVE OPP AMBERSON	40.447603	-79.939314
CRAIG ST AT PARK PLAZA	40.447426	-79.949136
INGRAM AVE AT MAINSGATE	40.445135	-80.066404
PENN AVE AT 13TH	40.446634	-79.99112
MONTIER ST AT LAKETON	40.448977	-79.867426
SHADY AVE AT DEVERAUX	40.447981	-79.921563
MONTIER ST AT LAKETON FS	40.448982	-79.867679
CHARTIERS AVE AT BATTAGLIA AUTO PARTS	40.445639	-80.04333
LIBERTY AVE OPP 14TH	40.446727	-79.989234
WILKINS AVE AT FIFTH	40.447733	-79.936927
5TH AVE AT WILKINS	40.447733	-79.937305
WEST BUSWAY AT INGRAM STATION	40.445228	-80.065944
LAKETON RD OPP TURNER SCHOOL	40.4491	-79.864209
LAKETON RD AT #1746	40.449076	-79.865958
WYLIE AVE AT SOMERS	40.447062	-79.974293
5TH AVE AT WILKINS FS	40.44778	-79.936905
STEUBENVILLE PIKE AT WINDHAVEN FS	40.444628	-80.099163
WOOD ST AT GRACE	40.448826	-79.88395
CENTRE AVE AT FRANCIS	40.447259	-79.967396
WEST BUSWAY AT INGRAM STATION D (A)	40.445328	-80.066044
5TH AVE AT AMBERSON	40.447809	-79.938773
PENN AVE AT LEXINGTON	40.44855	-79.899668
LAKETON RD AT #1753	40.449182	-79.865988
LAKETON RD AT TURNER SCHOOL	40.449223	-79.864175
BEDFORD AVE AT ERIN	40.447032	-79.98097
BEDFORD AVE AT ERIN	40.447042	-79.98107
CHARTIERS AVE OPP BATTAGLIA AUTO PARTS	40.445836	-80.043561
LIBERTY AVE AT 14TH	40.446916	-79.98919
ERIN ST AT BEDFORD	40.44708	-79.980823
5TH AVE OPP WILKINS	40.447928	-79.937057
WEST BUSWAY AT INGRAM STATION B (B)	40.445428	-80.066144
AMBERSON AVE AT 5TH	40.447909	-79.938873
PENN AVE AT LEXINGTON	40.448692	-79.899609
WYLIE AVE AT CHAUNCEY	40.447316	-79.973363
SHADY AVE OPP BRAEBURN	40.448316	-79.921242
WEBSTER AVE AT KIRKPATRICK	40.447249	-79.977936
BEDFORD AVE OPP ERIN	40.447214	-79.980906
ALLEQUIPPA ST AT FALK SCHOOL	40.447624	-79.959647
CENTRE AVE AT MORGAN	40.44751	-79.96676
MIDDLETOWN RD AT HODGSON	40.445696	-80.060099
GRAHAM BLVD AT MCNARY FS	40.449568	-79.857652
GRAHAM BLVD AT MCNARY	40.44959	-79.857509
TIOGA ST AT WOOD	40.449107	-79.884159
NEVILLE ST AT ELLSWORTH NS	40.44793	-79.947585
MIDDLETOWN RD OPP HODGSON FS	40.445755	-80.060002
REYNOLDS ST AT DALLAS FS	40.448664	-79.910066
DALLAS AVE AT REYNOLDS	40.448666	-79.91014
WYLIE AVE AT CHAUNCEY	40.447501	-79.97328
CENTRE AVE OPP MORGAN	40.447687	-79.966815
PENN AVE AT 14TH	40.447244	-79.989845
NORTH SHORE DR OPP SPROAT	40.446659	-80.019855
WEBSTER AVE AT KIRKPATRICK	40.447486	-79.977727
REYNOLDS ST AT DALLAS	40.448789	-79.910022
NORTH SHORE DR AT ALLEGHENY FS	40.446734	-80.017794
KIRKPATRICK ST AT WEBSTER	40.447515	-79.977899
OAKWOOD ST AT TIOGA	40.449286	-79.884198
ELLSWORTH AVE AT NEVILLE	40.448123	-79.947619
TIOGA ST OPP PITT	40.449323	-79.884448
DALLAS AVE AT REYNOLDS	40.448852	-79.910174
WYLIE AVE OPP DUFF	40.44769	-79.972522
WEBSTER AVE AT LAWSON	40.447644	-79.976994
HOMEWOOD AVE AT PENN	40.449086	-79.901308
PENN AVE AT 14TH	40.44746	-79.98985
5TH AVE AT AIKEN	40.448535	-79.934125
PENN AVE AT HOMEWOOD	40.44915	-79.90144
CENTER ST AT THORNDALE	40.445987	-80.065914
BEDFORD AVE AT WHITESIDE	40.44769	-79.979748
WYLIE AVE AT DUFF	40.447834	-79.972436
PENN AVE AT HOMEWOOD	40.449206	-79.90118
WEBSTER AVE OPP LAWSON	40.447819	-79.976938
HOMEWOOD AVE AT PENN	40.449273	-79.901327
WYLIE AVE AT JUNILLA	40.448003	-79.971759
CENTRE AVE AT ALLEQUIPPA	40.448259	-79.958957
ELLSWORTH AVE AT CATHEDRAL MANSIONS	40.448509	-79.947005
CENTER ST AT THORNDALE	40.446194	-80.066318
5TH AVE OPP BELLEFONTE	40.44884	-79.932566
W PROSPECT AVE OPP MAINSGATE	40.446212	-80.06796
CENTRE AVE OPP ALLEQUIPPA	40.448425	-79.958784
WYLIE AVE AT JUNILLA	40.448181	-79.971658
BEDFORD AVE AT MACEDONIA CHURCH PARKING LOT	40.448123	-79.97594
MAZEROSKI DR AT GENERAL ROBINSON	40.447545	-80.007381
OAKWOOD ST AT NIMICK PLACE	40.449886	-79.884184
LAKETON RD AT #2020	40.450293	-79.862537
BEDFORD AVE AT KIRKPATRICK	40.448128	-79.978404
5TH AVE AT BELLEFONTE	40.449026	-79.932506
ELLSWORTH AVE AT CLYDE	40.448769	-79.946731
MIDDLETOWN RD AT JUSTINE	40.446625	-80.060783
SANDUSKY ST AT ISABELLA	40.447848	-80.001898
TIOGA ST AT ROSEDALE	40.450047	-79.886687
WEBSTER AVE AT SOMERS	40.448406	-79.975196
MIDDLETOWN RD AT MARSHALL	40.446727	-80.061009
PENN AVE AT 15TH	40.44818	-79.988667
CENTER ST AT MAINSGATE	40.446644	-80.066851
LIBERTY AVE AT 16TH	40.448226	-79.986892
CENTRE AVE AT AVALON	40.448714	-79.961681
ROSEDALE ST AT TIOGA	40.450129	-79.886858
W PROSPECT AVE AT ALLEGHENY VALLEY SCHOOL	40.446449	-80.078665
CENTRE AVE OPP HERRON	40.448684	-79.96501
ELLSWORTH AVE OPP CLYDE	40.449036	-79.946724
WYLIE AVE AT WATT	40.448599	-79.970357
SANDUSKY ST AT ISABELLA	40.447988	-80.002135
CENTRE AVE AT EWART	40.448788	-79.961408
SPROAT WAY AT REEDSDALE	40.44766	-80.020104
LIBERTY AVE AT 16TH	40.448326	-79.986857
CENTRE AVE OPP BRYN MAWR	40.448895	-79.957658
WEBSTER AVE AT SOMERS	40.448593	-79.975104
CENTER ST AT MAINSGATE	40.446793	-80.067173
W PROSPECT AVE OPP ALLEGHENY VALLEY SCHOOL	40.446573	-80.078502
PENN AVE AT LANG	40.449973	-79.903886
INGRAM AVE AT BERRY	40.446788	-80.068709
CHARTIERS AVE OPP NITTANY	40.447296	-80.04416
PENN AVE AT LANG	40.450022	-79.903631
DALLAS AVE AT #217	40.449919	-79.909257
ANDERSON ST OPP ISABELLA	40.448185	-80.00042
WYLIE AVE AT WATT	40.448774	-79.970266
REEDSDALE ST AT BOYCE (SHELTER)	40.447811	-80.020163
SHADY AVE OPP HIGHMONT	40.449735	-79.920693
GENERAL ROBINSON ST AT FEDERAL	40.448141	-80.004376
DALLAS AVE AT #218	40.449962	-79.909366
CENTRE AVE AT HERRON	40.448965	-79.964823
CHARTIERS AVE AT NITTANY	40.447445	-80.043986
WEBSTER AVE AT CHAUNCEY	40.448824	-79.974223
ANDERSON ST AT ISABELLA	40.448324	-80.000591
5TH AVE AT NEGLEY	40.449683	-79.929743
SHADY AVE AT HIGHMONT	40.449867	-79.920816
CENTRE AVE AT BRYN MAWR	40.449186	-79.957542
AMBERSON AVE AT PEMBROKE	40.44958	-79.939816
PENN AVE AT 16TH	40.448673	-79.987542
W PROSPECT AVE OPP BERRY (#105)	40.447074	-80.069291
BERRY ST AT W PROSPECT	40.447083	-80.069182
WYLIE AVE AT CONKLING	40.449042	-79.969515
ALLEGHENY AVE AT REEDSDALE	40.448124	-80.01791
W PROSPECT AVE OPP ARBORDALE	40.446886	-80.080535
W PROSPECT AVE AT ARBORDALE	40.446917	-80.080357
WEBSTER AVE AT CHAUNCEY	40.449011	-79.974126
MAZETTE RD AT BROADHEAD-FORDING	40.446841	-80.084201
AMBERSON AVE AT PEMBROKE	40.44968	-79.939916
16TH ST AT PENN NS	40.448805	-79.987365
REEDSDALE ST AT SCOTLAND FS	40.448354	-80.010857
LACOCK ST OPP MAZEROSKI	40.448412	-80.008144
BEDFORD AVE AT #2255	40.449028	-79.976571
5TH AVE AT NEGLEY	40.449931	-79.929504
WYLIE AVE AT FRANCIS	40.449209	-79.968894
GENERAL ROBINSON ST AT SANDUSKY	40.448573	-80.002349
ROBINSON BLVD OPP SUNRISE	40.451133	-79.868155
WEBSTER AVE AT DUFF	40.44917	-79.973385
BROADHEAD-FORDING RD AT MAZETTE	40.447008	-80.084127
LAKETON RD AT WINTON	40.451336	-79.861644
OAKWOOD ST AT INGLENOOK FS	40.450919	-79.884618
W PROSPECT AVE AT HUGHES	40.447334	-80.070715
PENN AVE AT 16TH	40.448979	-79.987346
W PROSPECT AVE AT #253	40.447237	-80.076185
GRAHAM BLVD OPP AVON	40.451441	-79.857271
LAKETON RD AT WINTON FS	40.451362	-79.861828
ROBINSON BLVD AT SUNRISE	40.451249	-79.868337
OAKWOOD ST OPP INGLENOOK	40.450956	-79.884461
LIBERTY AVE OPP 17TH	40.44907	-79.985396
MIDDLETOWN RD AT STRAKA FS	40.447575	-80.06164
WYLIE AVE AT FRANCIS	40.449403	-79.96878
CRAIG ST AT BAYARD	40.449757	-79.950606
W PROSPECT AVE AT #260	40.447318	-80.076076
WEBSTER AVE AT DUFF	40.449357	-79.973324
BEDFORD AVE AT SOMERS	40.449327	-79.975557
MIDDLETOWN RD AT #2847	40.447643	-80.061828
CENTER ST AT BERRY	40.447519	-80.068177
GRAHAM BLVD AT AVON	40.451569	-79.857385
HOMEWOOD AVE AT THOMAS	40.450799	-79.900092
PENN AVE OPP MURTLAND	40.45069	-79.906173
CRAIG ST AT BAYARD	40.449875	-79.951055
GENERAL ROBINSON AT ANDERSON-NO STOP	40.448925	-80.000732
W PROSPECT AVE AT KINGSLAND	40.447524	-80.071681
LIBERTY AVE AT 17TH	40.449226	-79.985396
WYLIE AVE AT MORGAN	40.449575	-79.968034
W PROSPECT AVE AT #221 (STEPS)	40.447519	-80.074124
WEBSTER AVE OPP JUNILLA	40.449525	-79.972575
PENN AVE AT MURTLAND FS	40.450791	-79.90596
BEDFORD AVE AT SOMERS	40.449488	-79.975547
BERRY ST AT CENTER	40.447673	-80.068467
W PROSPECT AVE OPP KINGSLAND	40.447611	-80.071563
W PROSPECT AVE AT ESCOLTA	40.447418	-80.081203
5TH AVE OPP MARYLAND	40.450432	-79.927451
ANDERSON ST AT GENERAL ROBINSON	40.449029	-80.000821
W PROSPECT AVE OPP ESCOLTA	40.447442	-80.081352
W PROSPECT AVE AT #210	40.447592	-80.074147
CASINO DR AT N POINT FS (BUS BAY)	40.448612	-80.023706
MORGAN ST AT WYLIE	40.449714	-79.968094
NEGLEY AVE AT KENTUCKY	40.450468	-79.929964
ROSEDALE ST AT INGLENOOK	40.451291	-79.886084
GENERAL ROBINSON ST AT ANDERSON	40.44912	-80.000483
WYLIE AVE AT MORGAN	40.449756	-79.96792
HOMEWOOD AVE AT THOMAS	40.451041	-79.900082
WINDGAP AVE AT BERRY	40.447792	-80.068602
WEBSTER AVE AT JUNILLA	40.449708	-79.972483
NEGLEY AVE AT KENTUCKY	40.450545	-79.930158
ROSEDALE ST AT HAMILTON FS	40.451374	-79.886171
BEDFORD AVE AT CHAUNCEY	40.449711	-79.974668
ANDERSON ST AT LACOCK	40.449199	-80.002466
5TH AVE AT MARYLAND	40.450639	-79.927421
BERRY ST AT WINDGAP	40.447908	-80.068356
ELLSWORTH AVE AT DEVONSHIRE	40.450321	-79.945093
LACOCK ST AT FEDERAL	40.449192	-80.00443
WYLIE AVE AT HORTON	40.449944	-79.96715
NEVILLE ST AT BAYARD	40.45033	-79.948629
WYLIE AVE AT HOLLACE	40.45	-79.967375
DALLAS AVE AT PENHAM	40.451136	-79.908532
BEDFORD AVE AT CHAUNCEY DR WEST	40.449897	-79.974565
NEVILLE ST AT BAYARD	40.450435	-79.948862
OAKWOOD ST OPP HAMILTON	40.451646	-79.884637
RIVER AVE OPP RIVERSIDE COMMONS	40.449529	-79.996515
ELLSWORTH AVE AT DEVONSHIRE	40.450559	-79.944926
BAYARD ST AT NEVILLE	40.450488	-79.948682
GRAHAM BLVD AT COLLINS	40.452227	-79.857165
PENN AVE AT 17TH	40.449816	-79.98602
WEBSTER AVE AT WATT	40.450113	-79.971155
COLLINS RD AT GRAHAM FS	40.45227	-79.857031
WYLIE AVE AT WANDLESS	40.450233	-79.966576
RIVER AVE AT RIVERSIDE COMMONS	40.449681	-79.996189
DALLAS AVE AT PENN	40.451381	-79.908184
BERRY ST AT SCOTIA	40.448292	-80.067717
OAKWOOD ST AT HAMILTON	40.451854	-79.884823
5TH AVE OPP COLLEGE	40.451108	-79.925708
